name,url,image,startDate,endDate,description,description_fr,location,city,region,page,region_abbr
Polifonic 2025,https://www.musicfestivalwizard.com/festivals/polifonic-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2019/03/Polifonic_Logo.jpg,2025-07-23,2025-07-27,It's off to the paradise of Italy's southeastern coast for the cutting-edge electronic sounds of Polifonic. This fairytale boutique festival is one of the dance scene's hidden secrets with idyllic surroundings of olive gardens and beaches.,Il est parti à le paradis de la côte sud-est de l'Italie pour le sons électroniques de pointe de Polifonic. This Fairytale Boutique Festival est l'un des secrets cachés de la scène de danse avec des environs idylliques de jardins d'olive et plages.,Masseria Capece,Valle D'Itria,Italy,8,IT
Poole Harbour Festival 2025,https://www.musicfestivalwizard.com/festivals/poole-harbour-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2016/08/Vito-Valentinetti-2016-Leefest-34.jpg,2025-07-25,2025-07-27,,,Baiter Park,Poole,United Kingdom,8,UK
Project Pabst 2025,https://www.musicfestivalwizard.com/festivals/project-pabst-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/08/Project_Pabst_2014.jpg,2025-07-26,2025-07-27,The beloved Project Pabst returns to the Portland Waterfront Park for a weekend of music and award winning beer.,Le Beloved Project Pabst revient à le Portland Waterfront Park pour un week-end de musique et Bière primée.,Waterfront Park,Portland,Oregon,8,OR
Red Ants Pants Festival 2025,https://www.musicfestivalwizard.com/festivals/red-ants-pants-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2016/04/Red_Ants_Pants_Logo.jpg,2025-07-24,2025-07-27,The Red Ants Pants Music Festival. Come connect with good folks and dance your pants off. It's time to celebrate the hard working side of Montana.,Le rouge antts Pants musique festival. Venez vous connecter avec les bonnes personnes et Dancez votre pantalon. Il est temps de célébrer le côté travaillant dur du Montana.,White Sulphur Springs,White Sulphur Springs,Montana,8,MT
Rock Oyster Festival 2025,https://www.musicfestivalwizard.com/festivals/rock-oyster-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/08/Rock-Oyster-Hero.jpg,2025-07-24,2025-07-27,"The Rock Oyster Festival is a three-day voyage of culinary discovery and musical mischief.  The four day-weekend stars incredible talents along with Michelin-starred chefs, alfresco dining, and cooking demonstrations.","Le rock Oyster Le festival est un voyage de trois jours de découverte culinaire et Méfilé musical.  Le Quatre jours-semaines met en vedette des talents incroyables avec des chefs étoilés Michelin, des démonstrations de cuisine en Alfresco, et.",Dinham House,Wadebridge,United Kingdom,8,UK
Rockygrass Festival 2025,https://www.musicfestivalwizard.com/festivals/rockygrass-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/10/Rockygrass_Logo.jpg,2025-07-25,2025-07-27,"'RockyGrass is held at the Planet Bluegrass Ranch in Lyons, Colorado - located along the wooded banks of the beautiful St. Vrain River. The historic quarry town of Lyons is just 15 miles north of Boulder in the foothills of the Rocky Mountains. The town is known for its antique stores, restaurants, artists, and musicians.'","'Rockygrass a lieu à la planète bluegrass ranch à Lyons, Colorado - situé le long de les berges boisées de The Beautiful St. Vrain River. La La ville historique de la ville de Lyons est à seulement 15 miles au nord de Boulder dans les contreforts les de les Rocky Mountains. La ville est connue pour ses magasins d'antiquités, restaurants, artistes, et musiciens. '",Planet Bluegrass Ranch,Lyons,Colorado,9,CO
Salmon Arm Roots & Blues 2025,https://www.musicfestivalwizard.com/festivals/salmon-arm-roots-blues-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/03/RootsBlues_Logo.jpg,2025-07-25,2025-07-27,"Get back to nature with this 25+ year old festival located on picturesque Shuswap Lake in British Columbia. The non-profit Roots & Blues Festival features a culturally diverse lineup, artist experiences, and daytime workshops.","Revenez à la nature avec ce festival vieux de plus de 25 ans situé sur Shuswap pittoresque Lake dans British Columbia. Le sans but lucratif Roots & blues Festival propose une gamme culturellement diversifiée, des expériences d'artistes, et ateliers de jour.",Salmon Arm Roots & Blues Festival,Salmon Arm,British Columbia,9,BC
Standon Calling 2025,https://www.musicfestivalwizard.com/festivals/standon-calling-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/03/Standon_Calling_Logo.jpg,2025-07-24,2025-07-27,"Each summer, Standon Calling tells a new story, bringing their garden party to life with a themed world that has included monsters, the circus, and legends of the lost sees. Across four fun-filled days, you’ll hear music from the acts you love and the very best in emerging talent. Savor incredible food, dance until the early hours, enjoy an abundance of family activities, lounge by the pool, luxuriate in a hot tub, or relax with a massage.","Chaque été, standon Calling raconte une nouvelle histoire, donnant vie à leur jardin avec un monde à thème qui a inclus des monstres, le Circus, et légendes de le Lost Sens. À travers quatre jours amusants, vous entendrez de la musique de le agit que vous aimez et le le meilleur des talents émergents. Savourez de la nourriture incroyable, dansez jusqu'à les premières heures, profitez d'une abondance d'activités familiales, salon par la piscine, luxueuse dans un bain à remous ou détendez-vous avec un massage.",Standon Lordship,Standon,United Kingdom,9,UK
Steelhouse Festival 2025,https://www.musicfestivalwizard.com/festivals/steelhouse-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/09/Steelhouse-Festival-Featured-Image.jpg,2025-07-25,2025-07-27,This 3-day classic rock festival is popular for it's picturesque site and classic rock n roll music since 2011.,This Festival de rock classique de 3 jours est populaire pour son site pittoresque et Musique classique de rock n roll depuis 2011.,Hafod-y-Dafal Farm,Abertillery,United Kingdom,9,UK
Summer Apex 2025,https://www.musicfestivalwizard.com/festivals/summer-apex-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/06/Summer-Apex-Hero-Pic-Editorial-scaled.jpg,2025-07-25,2025-07-27,"GRIDLIFE presents Summer Apex Music & Motorsports Festival.  A full weekend of Racing, Drifting, Music & Car Culture immersed in the lush forests of one of the greatest race tracks in the world, Road America, The National Park of Speed. Join us this July for the inaugural experience.","GridLife présente Summer Apex Music & Motorsports Festival.  Un week-end complet de course, de dérive, musique et de la culture automobile immergée dans les forêts luxuriantes de l'une des les plus grandes pistes de course dans le World, Road America, the national park de la vitesse. Rejoignez-nous en juillet pour The Expérience inaugurale.",Road America,Elkhart Lake,Wisconsin,9,WI
Summer Sound Festival 2025,https://www.musicfestivalwizard.com/festivals/summer-sound-festival-2025-2/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/11/Summer-Sound-Tribute-Music-Festival-Featured-Image.jpg,2025-07-25,2025-07-27,"Summer Sound music festival brings a full weekend of live entertainment from the UK's best tribute bands and artists. Festival goers will enjoy funfair, fireworks, street entertainers, festival stalls, cocktail bars, street food and more.","Summer Sound Le festival de musique apporte un week-end complet de divertissement en direct de les artistes hommage du UK du Royaume-Uni et. Les festivaliers apprécieront Funfair, des feux d'artifice, des artistes de rue, des stands de festival, des bars à cocktails, de la nourriture de rue et plus.",Guisborough Rugby Club,Guisborough,United Kingdom,9,UK
The Big Stomp 2025,https://www.musicfestivalwizard.com/festivals/the-big-stomp-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/02/Big-Stomp-Logo.jpg,2025-07-26,2025-07-27,"The Big Stomp brings two days, three stages, and multiple genres from rock to bluegrass to electronica and beyond to Jones Field nature preserve. Festival fans will enjoy national acts and the best emerging ones too. All proceeds go to The Pete Foundation.","Le big stomp apporte deux jours, trois étapes, et plusieurs genres de roche à bluegrass à electronica et au-delà de jones champ de champ. Les fans du festival apprécieront les actes nationaux et les les meilleurs émergents aussi. All Procéda à la fondation Pete.",Jones Fields Nature Preserve,Louisville,Kentucky,9,KY
The Great Beyond 2025,https://www.musicfestivalwizard.com/festivals/the-great-beyond-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/02/The-Great-Beyond-FI.png,2025-07-25,2025-07-27,Take your place in The Great Beyond…a 3-day experience dedicated to techno and house music.,Prenez votre place dans The Great Beyond… une expérience de 3 jours dédiée à la musique de techno et.,Minnesota River Valley Sanctuary,Franklin,Minnesota,9,MN
Together Again Festival 2025,https://www.musicfestivalwizard.com/festivals/together-again-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/08/Together-Again-2025-Lineup-Poster-2.jpg,2025-07-25,2025-07-27,,,Bolesworth Castle,Chester,United Kingdom,9,UK
Tomorrowland 2025,https://www.musicfestivalwizard.com/festivals/tomorrowland-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/12/Tomorrowland_Logo1.jpg,2025-07-18,2025-07-27,"One of the top electronic music festivals in the world, Tomorrowland in Belgium should be on the bucket list of every festie. It's known for epic stage production along with its insane fireworks displays, and is one of the few festivals in Europe so popular that they hold two editions over two consecutive weekends.","Un de le Top festivals de musique électronique dans le monde le, Tomorrowland en Belgique devrait être sur la liste de chaque festie. Il est connu pour la production de scène épique avec ses affichages de feux d'artifice insensés, et est l'un des les quelques festivals en Europe si populaires qu'ils détiennent deux éditions pendant deux week-ends consécutifs.",De Schorre,Boom,Belgium,9,BE
Toronto’s Festival Of Beer 2025,https://www.musicfestivalwizard.com/festivals/torontos-festival-of-beer-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/03/Torontos-Festival-of-Beer.png,2025-07-25,2025-07-27,,,Bandshell Park at Exhibition Place,Toronto,Ontario,9,ON
Tramlines 2025,https://www.musicfestivalwizard.com/festivals/tramlines-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/02/Tramlines_Logo.jpg,2025-07-25,2025-07-27,"After ten years, Tramlines moves to a new home in Hillsborough Park outside of Sheffield. The city's biggest and longest running city music festival has welcomed artists like Public Enemy, Basement Jaxx, The Charlatans, The Libertines, Metronomy, Sister Sledge, The Cribs, Parliament-Funkadelic, Katy B, alt-J, the xx, and AlunaGeorge.","Après dix ans, tramlines se déplace vers une nouvelle maison à Hillsborough Park à l'extérieur de Sheffield. Le plus grand festival de musique de la ville la plus longue de la ville a accueilli des artistes comme Public Enemy, le sous-sol Jaxx, the charlatans, the Libertines, Metronomy, sœur Sledge, the Cribs, Parliament-Funkadel le xx, et Alunageorge.",Hillsbourough Park,Sheffield,United Kingdom,9,UK
Truck Festival 2025,https://www.musicfestivalwizard.com/festivals/truck-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2016/04/Truck_Festival_Logo.jpg,2025-07-24,2025-07-27,"Formed in 1998 after finding mainstream festivals too commercial, the anti-major Truck Festival finds itself expanding to four days, adding a Thursday schedule to the lineup. The tranquil Hill Farm venue in the pretty Oxfordshire countryside hosts some of the biggest and best emerging artists in the UK across six wonderfully curated stages.","Formé en 1998 après avoir trouvé des festivals traditionnels trop commerciaux, le Festival anti-major Truck se retrouve à se développer à quatre jours, ajoutant un calendrier de jeudi à la gamme la. Le Tranquil Hill lieu de ferme dans The Pretty Oxfordshire Countryside héberge certains des le le plus grand et les meilleurs artistes émergents dans le au Royaume-Uni à travers six étages merveilleusement organisés.",Hill Farm,Oxfordshire,United Kingdom,9,UK
Underground Music Showcase (UMS) 2025,https://www.musicfestivalwizard.com/festivals/underground-music-showcase-ums-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/04/UMS_Logo.jpg,2025-07-25,2025-07-27,"'The Underground Music Showcase (The UMS), Denver’s premier indie music festival, is is widely regarded as the best opportunity to explore and   discover the local independent music scene. Known for bringing a compelling mix of local and  national talent, in four glorious, good vibe filled days, The UMS is a non-profit event benefitting the   Denver Post Community Foundation. This year’s festival showcases over 400 local and national   performances, across 4 days, in an eclectic mix of venues.'","'Le Underground music showcase (the ums), le premier festival de musique indie de Denver, est largement considéré comme la meilleure opportunité locale d'explorer la scène musicale indépendante locale. Connu pour avoir apporté un mélange convaincant de talents nationaux locaux et, en quatre jours glorieux et bons remplies, The ums est un événement à but non lucratif bénéficiant The Denver Post Community Foundation. This Le festival de l'année présente plus de 400 performances nationales locales et, sur 4 jours, dans un mélange éclectique de lieux.",South Broadway,Denver,Colorado,9,CO
Unhinged Festival 2025,https://www.musicfestivalwizard.com/festivals/unhinged-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/03/Unhinged-Fest-2025-Lineup-Poster.jpg,2025-07-26,2025-07-27,"UNHINGED Festival will feature performances from some of the most electrifying artists in heavy music today with hardcore heavyweights and metal titans. UNHINGED will feature two full days of music from more than 25 bands on two stages, with no overlapping set times.","Le festival Unharded présentera des performances de certains des artistes les plus électrisants de la musique lourde avec des poids lourds hardcore et Metal Titans. Unhinged présentera deux jours complets de musique de plus de 25 groupes sur deux étapes, sans des heures de jeu qui se chevauchent.",National Western Complex,Denver,Colorado,9,CO
Viljandi Folk Music Festival 2025,https://www.musicfestivalwizard.com/festivals/viljandi-folk-music-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/07/Viljandi-Folk-Music-Festival-Featured-Image.jpg,2025-07-24,2025-07-27,"Viljandi Folk Music Festival is a 4-day folk music celebration that features almost 50 artists every year. Over the years, the festival has become one of the biggest of its kind in the Baltic and Nordic countries with more than 20,000 visits every year. The festival takes place in the most picturesque small town in Estonia – Viljandi.","Viljandi folk music Le festival est une célébration de musique folklorique de 4 jours qui présente près de 50 artistes chaque année. Au-dessus de les années, le festival le est devenu l'un des le le plus grand de son genre dans les pays nordiques le et nordiques avec plus de 20 000 visites chaque année. Le festival se déroule dans la petite ville la plus pittoresque en Estonie - Viljandi.",Viljandi Castle Ruins,Viljandi,Estonia,9,EE
Warped Tour Long Beach 2025,https://www.musicfestivalwizard.com/festivals/warped-tour-long-beach-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2011/05/Warped_Tour_Logo.png,2025-07-26,2025-07-27,"Warped Tour is back! The travelling festival that started it all is hitting the road this summer with stops in Washington DC, Long Beach, and Orlando!","Warped tour est de retour! Le Festival itinérant qui a commencé tout cela frappe la route cet été avec des arrêts à Washington DC, Long Beach, et Orlando!",Shoreline Waterfront,Long Beach,California,9,CA
WOMAD Festival 2025,https://www.musicfestivalwizard.com/festivals/womad-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2022/10/Womad-Editorial-2.jpg,2025-07-24,2025-07-27,"For nearly 40 years, WOMAD has been one of the UK's largest global music and culture festivals. 150+ world-class musicians perform on six unique music stages over the long weekend. Explore WOMAD with activities like the physics pavilion, the world of art, and literary speakers.","Pour Près de 40 ans, Womad a été l'un des les plus grandes festivals de culture et du Royaume-Uni. Plus 150 musiciens de classe mondiale se produisent sur six étapes musicales uniques sur The Long Weekend. Explorez Womad avec des activités comme The Physics Pavilion, The World of Art, and Literary haut-parlers.",Charlton Park,Malmesbury,United Kingdom,9,UK
Deer Shed Festival 2025,https://www.musicfestivalwizard.com/festivals/deer-shed-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2020/06/1707_DEER_SHED_GENERAL_0309-scaled.jpg,2025-07-25,2025-07-28,"The UK's ultimate family festival, Deer Shed is fun for everyone at Baldersby Park in North Yorkshire. There's plenty here to keep everyone entertained, with a deep lineup of music, science tents full of experiments, plenty of sports activities, and much more festival fun. There are all kinds of camping options including vintage tents, yurts, and tipis if you don't feel like setting up your own site.","Le Festival de la famille ultime du Royaume-Uni, Deer Shed est amusant pour tout le monde chez Baldersby Park dans North Yorkshire. Il y a beaucoup ici pour divertir tout le monde, avec une gamme profonde de musique, des tentes scientifiques pleines d'expériences, de nombreuses activités sportives, et beaucoup plus de plaisir du festival. Il existe toutes sortes d'options de camping, y compris des tentes vintage, des yurts, et tipis si vous n'avez pas envie de configurer votre propre site.",Baldersby Park,Topcliffe,United Kingdom,9,UK
Home of the Drum 2025,https://www.musicfestivalwizard.com/festivals/home-of-the-drum-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/03/Home-of-the-Drum-Featured-Image.jpg,2025-07-25,2025-07-28,"'An intimate family festival spanning three days and nights, featuring five stages of art, performers, an abundance of live musicians, DJs, theatrical shows, healing group workshops, a kids’ area, and a whole multitude of oddities. Home of the Drum brings together a diverse assembly of ages and backgrounds, as we all revel as one and celebrate the essence of life. '","'Un festival de famille intime s'étendant sur trois jours et, avec cinq étapes d'art, des artistes, une abondance de musiciens en direct, de DJ, de spectacles théâtraux, d'ateliers de groupe de guérison, d'une zone pour enfants, et toute une multitude de bizarreries. Home of the Drum rassemble un assemblage diversifié d'âges et, comme nous nous réjouissons tous de et célébrez l'essence de la vie. '",Workhouse,Wales,United Kingdom,9,UK
Outlook Festival 2025,https://www.musicfestivalwizard.com/festivals/outlook-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2012/11/Outlook_Logo.png,2025-07-24,2025-07-28,"Fans of bass will want to head to Outlook Festival in Croatia which is famous for their bass heavy lineups along with boat parties and beachside performances. After ten years in the fort, the party moves to The Garden at Tisno.","Les fans de Bass voudront se diriger vers Outlook Festival dans Croatie qui est célèbre pour leurs gammes lourdes de basse avec des performances en bateau et. Après dix ans dans le fort, le la fête se déplace vers le jardin à Tisno.",The Garden Tisno,Tisno,Croatia,10,HR
Shambhala Music Festival 2025,https://www.musicfestivalwizard.com/festivals/shambhala-music-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/12/shambhala_Logo_001.jpg,2025-07-25,2025-07-28,"At this point, Canada’s favorite DIY festival lives in a class by itself. Consistently chosen by fans as their favorite festival of the summer, this five day camping marathon features a wide array of music and art set admist the beautiful BC backcountry. It’s not a surprise that Shambhala is leading the way as a transformational festival.","À ce stade, le festival de bricolage préféré du Canada vit dans une classe en soi. Élu par les fans comme leur festival préféré de The Summer, ce marathon de camping de cinq jours présente un large éventail de musique et Art Set Adsist the Beautiful Backcountry. Ce n'est pas une surprise que Shambhala mène la façon en tant que festival transformationnel.",Salmo River Ranch,Salmo,British Columbia,10,BC
Festival de Carcassonne 2025,https://www.musicfestivalwizard.com/festivals/festival-de-carcassonne-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2021/12/Carcassone-Festival-Hero.jpg,2025-07-22,2025-07-29,International and national stars converge in the medieval city of Carcassonne for this concert series that takes place over two weeks in July.,International et Les stars nationales convergent dans The Médieval City of Carcassonne pour cette série de concerts qui se déroule sur deux semaines en juillet.,Théâtre Jean-Deschamps,Carcassonne,France,10,FR
Les Déferlantes 2025,https://www.musicfestivalwizard.com/festivals/les-deferlantes-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2017/11/Les_Derflantes_Logo.jpg,2025-07-26,2025-07-29,"If you're looking for the idyllic peace found in the south of France, Les Déferlantes will not be on your wishlist. The multi-day festival may feature hip-hop and electronic, but wears its love of rock firmly throughout the lineup. There are two lifestyle campsites at this festival - sleepy for those that need quiet and groovy for those that want to party all night with the French.","Si vous recherchez le la paix idyllique trouvée dans le au sud de la France, Les déferlantes ne sera pas sur votre liste de souhaits. Le Festival de plusieurs jours peut comporter du hip-hop et électronique, mais porte son amour du rock dans toute la gamme la gamme. Il y a deux campings de style de vie dans ce festival - somnolent pour ceux qui ont besoin de calme et groovy pour ceux qui veulent faire la fête toute la nuit avec le français.",Jardins du Lydia,Le Barcares,France,10,FR
Flamingo Republic 2025,https://www.musicfestivalwizard.com/festivals/flamingo-republic-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2022/10/Flamingo-Republic-Hero.jpg,2025-07-28,2025-07-31,"Be there when Zrce Beach becomes Flamingo Republic in 2022! Dive into a completely different world, as it has never existed before at Zrce Beach: totally colorful, totally crazy and the most exuberant, and funniest party atmosphere you have ever experienced!","Soyez là lorsque Zrce Beach devient Flamingo Republic en 2022! Plongez dans un monde complètement différent, car il n'a jamais existé auparavant à Zrce Beach: totalement coloré, totalement fou et le le plus exubérant, et l'atmosphère de fête la plus amusante que vous avez jamais connue!",Zrce Beach,Novalja,Croatia,10,HR
Belladrum Tartan Heart Festival 2025,https://www.musicfestivalwizard.com/festivals/belladrum-tartan-heart-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/02/Belladrum_Tartan_Heart_Logo.jpg,2025-07-31,2025-08-02,"Head to the Scottish Highlands for a weekend of music and fun at the Tartan Heart Festival.  This three day camping festival features a wild range of music from national acts on the main stage to an amazing array of traditional talent on the Grassroots stage. There’s so much to do here besides the music like comedy, wrestling, poetry readings, movie sing-a-longs, art presentations, and whisky tastings.","Dirigez-vous vers The Scottish Highlands pour un week-end de musique et Fun à le Tartan Cartal Festival.  This Le festival de camping de trois jours présente une gamme sauvage de musique des actes nationaux sur la scène à un éventail étonnant de talent traditionnel sur le Grassroots. Il y a tellement de choses à faire ici en plus de The Music comme la comédie, la lutte, les lectures de poésie, le film Sing-a-Longs, les présentations artistiques, les dégustations de whisky et.",Belladrum Estate,Beauly,Scotland,10,SC
Beyond The Gates 2025,https://www.musicfestivalwizard.com/festivals/beyond-the-gates-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/10/Vito-Valentinetti-Copenhell-2018-29.jpg,2025-07-30,2025-08-02,"It's metal. It's Scandinavia. It's 5 days of darkness in the heart of Bergen, Norway.","C'est du métal. C'est la Scandinavie. C'est 5 jours d'obscurité dans le cœur le de Bergen, Norvège.",USF Verftet,Bergen,Norway,10,NO
Cincinnati Music Festival 2025,https://www.musicfestivalwizard.com/festivals/cincinnati-music-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2022/07/Cinc-Music-Festival-Hero.jpg,2025-07-31,2025-08-02,The Cincinnati Music Festival is an annual festival that supports and celebrates the collaborative art of local artists of color.,The Cincinnati music Le festival est un festival annuel qui soutient et célèbre The art collaboratif des artistes locaux de couleur.,Paul Brown Stadium,Cincinnati,Ohio,10,OH
Colour Clash 2025,https://www.musicfestivalwizard.com/festivals/colour-clash-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/01/Colour-Clash-2025-Lineup-Poster.jpg,2025-08-02,2025-08-02,"Colour Clash is an annual music festival held in Newport, South Wales, known for its vibrant atmosphere and diverse lineup of artists spanning genres like house, garage, drum and bass, and hip-hop. The festival also features paint powder fights, adding to its colorful theme.","Color Clash est un festival de musique annuel organisé dans Newport, Sud Pays de Galles, connu pour son atmosphère vibrante et diverses artistes artistes épanouissant des genres comme House, Garage, Drum et Basse, et Hip-t-t-t-t-t-t. Le festival le présente également des combats de poudre de peinture, ajoutant à son thème coloré.",Coronation Park,Newport,Wales,10,WL
County Line Country Fest 2025,https://www.musicfestivalwizard.com/festivals/county-line-country-fest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/08/County-Line-Country-Fest-Featured-Image.jpg,2025-07-31,2025-08-02,This 3 day country festival is jam-packed with music and fun-filled activities for the everyone.,This Festival country de 3 jours est rempli de musique et Activités amusantes pour le tout le monde.,Prairie du Chien Fest Grounds,Prairie du Chien,Wisconsin,10,WI
Everwild Festival 2025,https://www.musicfestivalwizard.com/festivals/everwild-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/01/Everwild-Hero.jpg,2025-07-31,2025-08-02,Tropidelic's official music festival is the coming together of like-minded festies at Legend Valley for a weekend of camping and fun.,Le festival de musique officiel de Tropidelic est le se réunissant de fêtes aux vues similaires à la légende Valley pour un week-end de camping et amusant.,Legend Valley,Thornville,Ohio,10,OH
Fengaros Festival 2025,https://www.musicfestivalwizard.com/festivals/fengaros-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/11/Fengaros-Festival-Featured-Image.jpg,2025-07-31,2025-08-02,"Fengaros Festival has been a spearhead for festivals in the Eastern Mediterranean over 12 years. Its distinct combination of music from all genres and breathtaking scenery is a perfect recipe for the utmost festival experience. It runs for three days in the peak of the summer, across four stages.","Fengaros Le festival a été un lance de lance pour les festivals dans The Eastern Mediterranean sur 12 ans. Sa combinaison distincte de musique de tous les genres et paysage à couper le souffle est une recette parfaite pour le l'expérience de festival. Il fonctionne pendant trois jours en le pic de l'été, sur quatre étapes.",Fengaros Festival,Cyprus,Cyprus,10,CY
Let It Roll 2025,https://www.musicfestivalwizard.com/festivals/let-it-roll-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2017/08/Let_it_Roll_Logo_2018.jpg,2025-07-31,2025-08-02,"The world's largest drum and bass festival is a mandatory bucket list stop for fans of the genre. Appearing for the first time on the Czech dance scene in 2003, Let It Roll has become on the most successful festival in the country with diehards visiting from every corner of the globe.","Le plus grand tambour du monde du monde et Bass Festival est un arrêt de liste obligatoire pour les fans du genre le. Apparaissant pour The Première fois sur la scène de danse tchèque en 2003, let, il est devenu sur le Festival le plus réussi dans le pays le avec DIEHARDS en visite à partir de tous les coins de le globe.",Lake Most,Prague,Czech,10,CZ
MAHA Festival 2025,https://www.musicfestivalwizard.com/festivals/maha-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2016/04/MAHA_Logo.jpg,2025-08-02,2025-08-02,"Showcasing emerging local artists and pulling in big national acts, Maha has grown steadily each year, reaching a sold out crowd in 2015. Basking in the late summer glow, the festival has drawn music fans from 46 states and counting.","Présentant des artistes locaux émergents et en tirant de grands actes nationaux, Maha a augmenté régulièrement chaque année, atteignant une foule à guichets fermés en 2015. Planant the fin d'été de l'été, le festival a tiré des fans de musique de 46 États et comptage.",Heartland of America Park,Omaha,Nebraska,10,NE
O Days Festival 2025,https://www.musicfestivalwizard.com/festivals/o-days-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/03/O-Days-2025.png,2025-07-31,2025-08-02,"O Days will take place at the waterfront on Refshaleøen with a view of central Copenhagen. The festival has a curious and unifying music profile, offering an internationally influenced line-up, where you can experience some of tomorrow's stars as well as established favorites.","O Days aura lieu à le Waterfront sur Refshaleøen avec une vue de Central Copenhague. Le festival le a un profil musical unificateur curieux et, offrant une gamme d'influence internationale, où vous pouvez découvrir certaines des stars de demain ainsi que des favoris établis.",Refshaleøen,Copenhagen,Denmark,10,DK
Paradise in the City 2025,https://www.musicfestivalwizard.com/festivals/paradise-in-the-city-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/02/250321_Paradise_8_Lineup_R16_4_5-scaled.jpg,2025-08-02,2025-08-02,"Jamie Jones is bringing his world-renowned Paradise brand to the city as a full-scale, four-stage festival. Jamie Jones Presents Paradise in the City takes over Boston Manor Park for one epic day, featuring the best in electronic music, all curated by Jamie himself. Expect an incredible lineup, state-of-the-art production, and that unmistakable Paradise energy.","Jamie Jones amène sa marque paradis de renommée mondiale à la ville The en tant que festival à quatre étapes à grande échelle. Jamie Jones présente Paradise dans The City prend le contrôle de Boston Manor Park pour un jour épique, avec le le meilleur de la musique électronique, tous organisés par Jamie lui-même. Attendez-vous à une programmation incroyable, statut-of - the - Production art, et cette énergie indubitable paradis.",Boston Manor Park,London,United Kingdom,10,UK
Pol’And’Rock 2025,https://www.musicfestivalwizard.com/festivals/polandrock-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/12/PolandRock_Logo.png,2025-07-31,2025-08-02,"The festival formerly known as Przystanek Woodstock has transformed once again into Pol'and'Rock! One of the largest free music festivals in the world, this Polish institution has been rocking out for twenty-five years. It's one of the most unique events on the European fest calendar and well worth the trip.","Le festival anciennement connu sous le nom de przystanek Woodstock s'est de nouveau transformé en pol 'et' rock! One de le les plus grands festivals de musique gratuits dans le monde le, cette institution polonaise se balance depuis vingt-cinq ans. C'est l'un des événements les les plus uniques sur le Calendrier des fêtes européennes et Well Worth the Trip.",Czaplinek Lotnisko Broczyno,Czaplinek,Poland,10,PL
Porispere 2025,https://www.musicfestivalwizard.com/festivals/porispere-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/06/Porispere-2025-Lineup-Poster.jpg,2025-08-01,2025-08-02,Porispere offers a wide selection of Finnish and international artists from heavy rock to a softer pop music. The artists are a fun mixture of beloved Finnish and international artists including current indie artists.,"Porensere propose une large sélection d'artistes finlandais et de Rock Heavy à une musique pop plus douce. Les artistes les sont un mélange amusant d'artistes finlandais bien-aimés et International, y compris les artistes indépendants actuels.",Kirjurinluoto Arena,Pori,Finland,10,FI
